signatory_names,join_dates,signatory_descriptions,signatory_sites,sign_link
,Sep 21  2021,Flow is committed to being a part of the solution to environmental degradation by using our brand to make the world a better place. Reducing our environmental impact has been central to Flow’s mission since Day 1. From water stewardship and renewable packaging  to our B Corp Certification  climate protection  and giving back to communities  everything Flow does is designed to create a positive ripple through future generations.,https://flowhydration.com/pages/sustainability,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/flow_water.html
,Sep 20  2021,The foundation of our story is built on the simple principles of balancing people  planet and profit. We understand the need to protect our planet for the good of all humankind and we are committed to making genuine progress against the climate crisis. Our intention is to produce spirits that are the best for the world by being the world’s best. We will do this with a smile on our face  a chuckle in our voice and a glass in our hand. Though we are only a start-up business  we intend to decarbonise our scope 1 and 2 emissions by 2030 and our scope 3 emissions by 2040. As part of our commitment  we are investing in nature-based offsets to achieve carbon neutrality from day 1 of production.,https://www.ellersfarmdistillery.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/ellers_farm_distillery.html
,Sep 20  2021,The philosophy that sets the direction of Making Science provides a frame of reference for setting environmental objectives  includes a commitment to environmental protection (including pollution prevention  and other specific commitments relevant to the context of the organization) and is appropriate to the purpose of the organization  including the nature  scale  and environmental impacts of our activities  products  and services. Making Science has recently accomplished the 14001 ISO and the team is currently working on defining a mechanism to measure the carbon footprint with an external partner specialized in this area. This will let us move forward to establish reduction targets from 2022 onwards. Taking into consideration our company's activity is mostly digital we feel confident about achieving this goal.,https://www.makingscience.com/company/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/making_science.html
,Sep 20  2021,We make innovative  sustainable packaging and paper that’s kind to the planet. By using renewable sources—like agricultural waste instead of wood—our production has a much smaller environmental footprint than traditional packaging and still delivers an industry-leading product. Since identifying a gap in the packaging market  we’ve continued to innovate and disrupt. As a certified B Corporation  we want to find new ways to move beyond conventional tree-based paper packaging and create a more sustainable future.,https://envopap.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/envopap.html
,Sep 19  2021,Primafrio Group is an international logistics operator specializing in the transport  consolidation  and storage of perishable  pharmaceutical  and high-value products. It has an experience of more than 55 years  a fleet made up of more than 2300 vehicles and 5 logistics centres. Primafrio has established itself as a technology-based company incorporating a competitive strategy in enviornmental and social governance  its own research and development department  CSR  and efficient driving. Currently  Primafrio Group operates in 25 countries.,https://www.primafrio.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/primafrio.html
,Sep 19  2021,EOS Security is a provider of security services and solutions  concentrating on the creation  supply  installation  service  and maintenance of bespoke integrated security and safety systems. Its core values concentrate on linking technology with the environment  and using ethical  sustainable methods. EOS Security is committed to achieving its goal of net-zero carbon by 2040 or sooner  and helping its customers offset their own carbon footprint.,https://www.eos-security.co.uk/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/eos_security_limited.html
,Sep 19  2021,Lottoland is a leading online lotto-betting operator based in Gibraltar. Lottoland recently made the transition to become a fully carbon neutral company  making it the first gambling operator to achieve a carbon neutral status. Working in partnership with Tunley Engineering  a global climate reduction consultancy  Lottoland has taken the necessary steps to measure  report  and offset its carbon footprint. Following this assessment  and as part of its path to climate neutrality  Lottoland has made significant investments to address the carbon emissions associated with its energy use  business travel  and water use to help meet its net-zero by 2040 carbon goal.,https://www.lottolandfoundation.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/lottoland.html
,Sep 5  2021,UPL Ltd. is a global provider of sustainable agriculture products and solutions  bringing biologicals and traditional crop protection solutions to more than 138 countries around the world. UPL is reimagining sustainability through its OpenAg focus. With farmers at its center  UPL is building a network that redefines the way the entire industry thinks and works – open to innovative ideas and new answers as the company strives to make every single food product more sustainable.,https://www.upl-ltd.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/UPL-Ltd.html
,Sep 3  2021,Founded in 2006 in New Zealand  Xero is one of the fastest growing software as a service (SaaS) companies globally. Xero’s cloud-based accounting software connects people with the right numbers anytime  anywhere  on any device. For accountants and bookkeepers  Xero helps build a trusted relationship with small business clients through online collaboration. Xero is proud to be helping over 2.7 million subscribers worldwide transform the way they do business. Xero is committed to offsetting 100% of its carbon emissions and actively working to minimize its footprint through its Net Zero @ Xero program and in 2021  Xero was certified carbon neutral by the Australian Government’s Climate Active program.,https://www.xero.com/us/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/xero-limited.html
,Sep 2  2021,Keltbray is a leading UK specialist engineering and construction services business  offering a unique self-delivery capability spanning key phases of the construction value chain – civil engineering  geotechnical  asbestos management  demolition  piling and reinforced concrete structures  decommissioning  remediation  rail  power distribution and transmission  and environmental services. The company was founded in 1976 and is privately owned  directly employs over 1 700 people  and is a key delivery partner to blue-chip public and private sector customers  contributing to the development and maintenance of Britain’s rapidly changing economic infrastructure and built environment.,https://www.keltbray.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/Keltbray.html
,Sep 1  2021,GoCodeGreen is committed to helping its customers build planet friendly software through carbon calculation  baselining  reporting  and ratings. GoCodeGreen is just as committed to establishing its own climate and pathway to net-zero  and as a pure digital startup the company aims to showcase how sustainability can be achieved through its Scope 1  2  and 3 decisions and choices. GoCodeGreen is proud to sign up to The Climate Pledge to evidence its journey and help the community wherever it can to achieve their own targets.,http://www.gocode.green/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/gocodegreen.html
,Sep 1  2021,The Dragon Group (TDG) is dedicated to reducing the overall impact of climate change through innovative building construction practices. TDG is a project management firm that specializes in green and healthy building consulting. TDG occupies a unique niche at the intersection of Sustainability and construction project management. Its mission is to build a better environment and build a better community.,https://thedragongrp.com/#home,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/the-dragon-group.html
,Sep 1  2021,ECONYQ Technologies is an electric vehicle (EV) mobility solution. The company is committed to achieving net-zero carbon emissions  while remaining focused on delivering a best-in-class premium EV chauffeur service. ECONYQ Technologies will achieve net-zero through direct investment in carbon reduction technologies and credible offsets. ESG is central to its business  and its platform will further allow users to participate in positive social change through these efforts.,https://www.econyq.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/econyq-technologies-ltd-.html
,Sep 1  2021,Mohawk Group is a manufacturer of innovative  sustainable  healthy commercial flooring solutions designed to enhance and inspire people's lives. Mohawk Group believes our future depends on the work we do today. The company is challenging itself to design and manufacture innovative products with reduced environmental and social impacts.,https://www.mohawkgroup.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/Mohawk-Group.html
,Aug 31  2021,GSK is a science-led global healthcare company with a special purpose to improve the quality of human life by helping people do more  feel better  live longer. Every day  GSK helps improve the health of millions of people around the world by discovering  developing  and manufacturing innovative medicines  vaccines  and consumer healthcare products. GSK is building a stronger purpose and performance culture underpinned by its values and expectations to deliver extraordinary impact for patients and consumers and make GSK a brilliant place to work.,https://www.gsk.com/en-gb/home/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/gsk.html
,Aug 31  2021,Glovo is a multi-category app that allows you to get the best products of your city in a few minutes. Glovo connects users  businesses  and couriers to make that possible. The project was born with the aim of transforming the way users acquire what they need  making cities more accessible. Glovo’s mission is to give everyone easy access to anything in their city  having a sustainable impact on the economy  society  and the environment: Glovo is a tech-first  responsible company. Glovo is committed to achieving net-zero emissions by the end of 2021 through a combination of reduction and offsetting programs  targeting logistics  packaging  and food waste.,https://about.glovoapp.com/en/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/Glovo.html
,Aug 20  2021,GODI is an innovative organization focused on research and development (R&D)  and Giga scale Manufacturing (Indigenous Gigafactory)  and Recycling of sustainable green energy storage technology. The company is committed to achieving a zero-carbon footprint by promoting and adopting environmentally benign technologies in the fastest and safest possible way. In this domain  GODI is a first-of-its-kind company based in India that is innovating across all verticals of energy storage technology. GODI has India’s largest R&D house with a large team of scientists and engineers  with vast expertise in electrochemistry  material science  thermal engineering  and advanced manufacturing. The company’s efforts are to develop ground-breaking materials with unique cell chemistries  superiorly engineered Li-ion cells  Na-ion cells and Supercapacitors by using environmentally friendly electrode making processes and Recycling of spent batteries towards a carbon neutral Giga-scale manufacturing.,https://www.godienergy.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/godi_india_pvt_ltd.html
,Aug 19  2021,Medoola is a sustainable packaging  retail  and supply chain consultancy driving sustainable innovation and optimization for clients around the world. Its PEP(TM) model delivers real  sustainable  strategic value that is fully validated  commercially viable  and realistic to implement.,https://www.process-equities-planet.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/medoola.html
,Aug 18  2021,As a market-leading original equipment manufacturer  Advansor has designed and produced more than 10 000 CO2 systems for sustainable commercial and industrial cooling and heating around the world since 2006. The company has built CO2 systems for supermarkets and industrial customers around the world  across over 30 countries. The United Nations’ Global Goals are the guiding star for Advansor  with climate action a part of the company’s DNA and core business.,https://www.advansor.com/about-advansor,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/advansor.html
,Aug 16  2021,CarbonCure manufactures carbon utilization technologies that permanently mineralize captured carbon dioxide in concrete  producing for its concrete partners a stronger product with a smaller carbon footprint and without compromises. For developers and designers  CarbonCure’s innovative carbon removal technology is a direct way to reduce embodied carbon  or the CO₂ emissions from building materials manufacturing and construction. For corporations pursuing net zero targets  CarbonCure offers high-quality carbon removal credits with a verified methodology  full traceability  plus social and environmental co-benefits.,https://www.carboncure.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/carboncure.html
,Aug 16  2021,Logitech helps all people pursue their passions by designing experiences so everyone can create  achieve  and enjoy more. Logitech has the ambition to positively impact sustainability in the consumer electronics industry and is proactively taking an innovative approach to environmental and social sustainability. Products and operations are carbon neutral and the company has adopted a climate positive approach  addressing its carbon footprint across the entire value chain. Logitech is also the first consumer electronics company to commit to providing detailed carbon impact labeling on product packaging across the entire portfolio.,https://www.logitech.com/en-us/sustainability.html,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/logitech.html
,Aug 15  2021,Geotab is a global leader in IoT and connected transportation  providing award-winning telematics solutions to companies of all sizes to enable them to better manage their fleets. Geotab works with these companies to demonstrate the power of vehicle data to help businesses around the world make more sustainable and efficient decisions. Processing billions of data points every day  Geotab leverages data analytics and machine learning to help customers improve productivity  optimize fleets through the reduction of fuel consumption  enhance driver safety  achieve their electrification goals  and much more.,https://www.geotab.com/about/corporate-sustainability/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/geotab.html
,Aug 15  2021,Flooglebinder is a travel expert and a certified B Corporation with experience in over 75 countries. Flooglebinder curates sustainable bespoke adventures that incorporate sustainability  conservation  and wellness. As the UK’s first travel company to become a Certified B Corporation in 2016  Flooglebinder is committed operating with sustainability top-of-mind. Flooglebinder ensures that all travel is done with purpose and creates positive impact. Flooglebinder offsets 120% of its emissions and has developed the 2% Floogle Fund  giving 1% back to the projects it supports and 1% back to its customers to support future sustainability projects. Flooglebinder is proud to achieve the gold standard by the UN Climate Neutral Now Initiative.,https://flooglebinder.co.uk/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/flooglebinder.html
,Aug 14  2021,Treedom is the first platform to allow individuals and companies to plant trees online and follow the story of the project they will create and support. Since its foundation in Florence in 2010  more than 2 million trees have been planted in Africa  Latin America  Asia  and Italy. Each tree is geolocated and photographed individually  allowing users to view their own tree and receive updates from the project they are part of. All trees are planted directly by local farmers and help produce environmental  social  and economic benefits.,https://www.treedom.net/en/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/treedom_srl_sb.html
,Aug 12  2021,Vanquish Carbon Advisors' commitment to sustainability is a core principle of the company. Vanquish Carbon Advisors adopted a roadmap to reduce Scope 1  2  and 3 carbon emissions in line with climate science  and to achieve net zero carbon emissions by 2022. Vanquish Carbon Advisors also re-invests up to one-third of its carbon credit proceeds back into environmental  social  and renewable energy projects that support the United Nation's Sustainable Development Goals.,https://www.vanquishcarbon.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/vanquish_carbon_advisors.html
,Jul 20  2021,Dimagi is a certified benefit corporation and leading social enterprise  working since 2002 towards its vision of a world where everyone has access to the frontline services they need to thrive. Dimagi partners with governments  NGOs  and foundations to amplify their frontline impact through scalable digital solutions and expert services. Dimagi’s open-source flagship product  CommCare  is the world’s most widely-used data collection and service delivery platform  used by hundreds of thousands of frontline workers in 130 countries. In June 2021  Dimagi became Climate Neutral certified  completing the process of measuring its 2020 emissions  purchasing equivalent carbon credits to offset  and creating a reduction plan to lower its emissions as an organization going forward. Dimagi’s decarbonization plan focuses on two key areas. First  rethinking its business travel strategy to both reduce travel and optimize lower emission modes of transportation. Second  exploring using a data center that is powered by 100% renewable energy both for its current and future products.,https://dimagi.com/about/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/dimagi.html
,Jul 20  2021,As one of the leading real estate companies in the UK and Europe  Landsec recognizes it has a responsibility and significant role to play in addressing key global challenges  including combatting climate change and protecting scarce resources. Landsec is committed to becoming a net zero carbon business by 2030 and has already achieved industry firsts  including being the first commercial property company in the world to have its carbon emissions target approved by the Science Based Targets initiative in 2016. In 2019  Landsec achieved its original science-based target 11 years early  subsequently increasing its ambition and aligning its commitment with a 1.5 degrees Celsius scenario.,https://landsec.com/sustainability,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/landsec.html
,Jul 19  2021,Flock Freight’s mission is to reimagine and reinvent the freight industry to relentlessly eliminate waste and inefficiency. First to market with advanced algorithms that enable supply chain optimization by pooling shipments  Flock Freight creates a new standard of service for shippers while increasing revenue for carriers. Flock Freight's shared truckload solution eliminates terminals and is the only carbon-neutral shipping option with all emissions accounted for through carbon offsets supporting freight-related efficiency projects.,https://www.flockfreight.com/sustainability/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/Flock-Freight.html
,Jul 14  2021,PortXchange is a leading digital solution provider for sustainable and reliable shipping. Subsidiary of the Port of Rotterdam  PortXchange is on a mission to work with the shipping industry to connect port communities worldwide and lower emissions at a large scale and low cost. The company operates throughout its value chain to optimize its customers' and partners' operations and reduce carbon footprint per vessel movement.,https://port-xchange.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/portxchange.html
,Jul 13  2021,Enfuce is born out of compliance with a focus on enabling sustainable change within the payment industry. As such  sustainability is a core value of Enfuce. Enfuce’s initiative  My Carbon Action  was developed to enable changes in consumption patterns towards a 1.5 degree lifestyle  which is an integral part of addressing climate change. My Carbon Action is offered to banks  merchants  and various financial service providers who want to help their customers live a more sustainable lifestyle. Enfuce is committed to reaching net-zero carbon emissions by 2030 and to helping its customers innovate services to fight climate change. Enfuce is the first issuer processor to run its business in a public cloud. Together with AWS  Enfuce’s services are powered by 100% renewable energy.,https://enfuce.com/mycarbonaction/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/enfuce_financialservices.html
,Jul 13  2021,A pioneer in parcel delivery  Relais Colis is the first company tocombine delivery to relay points and at home for all package formats. Partner to many leading e-commerce players  Relais Colis delivers 50 million parcels per year to relay stations  and 2 million to homes. It is an integrated network of 4 national hubs  25 regional agencies  5 200 local merchants in mainland France. Committed to the “CO2 objective” approach  since 2018  Relais Colis has measured and driven the reduction of its emissions. By joining The Climate Pledge  Relais Colis is affirming its desire to focus on the long term and commit to achieving net-zero carbon emissions by 2040.,https://www.relaiscolis.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/relais_colis.html
,Jul 11  2021,Omni is committed to assessing the impact of its business on the planet and advocating for sustainability throughout the logistics industry. Its mission to empower global commerce through human and technological connection  is inextricably linked to its social mission to facilitate greater ecological inclusion and to create a more sustainable world. Omni is dedicated to “green transformation” and to being a leader in green global supply chain by continuously finding new ways to minimize its carbon footprint  and to reduce greenhouse gas emissions  and waste at its stations around the globe.,https://www.omnilogistics.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/omni_logistics.html
,Jul 8  2021,RELX is a global provider of information-based analytics and decision tools for professional and business customers. The Group serves customers in 180 countries in more than 40 offices. It employs more than 33 000 people of whom almost half are based in North America. RELX has achieved substantial emissions reductions since 2010 and plans to continue decarbonizing its operations through new initiatives  including carbon pricing and targeted supply chain engagement.,https://www.relx.com/corporate-responsibility,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/RELX.html
,Jul 2  2021,Balloon One is an information technology business founded in 2003 in West London. Balloon One provides pragmatic IT-based solutions to a worldwide business customer base  predominantly in the wholesale distribution  e-commerce  and retail industries. The company’s ambition is to grow its customers and its employees through the use of technology to continuously improve processes and focus people where they add the most value. Guided by an experienced senior management team  Balloon One’s 40+ highly-skilled staff operate from locations in the UK  Ukraine  India  Thailand and Australia  alongside partners in Hong Kong  Vietnam  Singapore  and Canada.,https://balloonone.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/balloon_one.html
,May 19  2021,As the global leader in SaaS governance  risk and compliance  Diligent helps companies around the world uphold their environment  social  governance (ESG) commitments. Diligent is committed to carbon reduction and has pledged to reach net-zero carbon emissions by 2040. As part of meeting this commitment  the company created and filled a leadership position to help coordinate efforts across its facilities and operations teams and throughout its supply chain. As a partner with the World Economic Forum (WEF)  Diligent is also committed to implementing the WEF International Business Council’s “Measuring Stakeholder Capitalism” ESG metrics. In combination with the SASB framework  Diligent will use these measures to ensure accurate  transparent reporting to its stakeholders.,https://www.diligent.com/landing-pages/diligents-commitment-to-esg,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/diligent-corporation.html
,May 17  2021,Scania’s purpose is to drive the shift towards a sustainable Scania is a world leading provider of transport solutions. Together with its partners and customers Scania is driving the shift toward a sustainable transport system. Sustainability is at the core of Scania’s purpose and direction as a business. To be transparent on its progress  Scania has set Science Based Targets that commit the company to reduce emissions at the scale and pace science dictates necessary to limit global warming.,https://www.scania.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/scania.html
,May 10  2021,Spin is a leading micromobility and technology company acquired by Ford Motor Company in 2018. Spin powers individual mobility for the benefit of all  strategically collaborating to reshape policy and redesign urban life. The company’s mission is to create a world full of 15-minute cities—and to bring those cities to life by moving people freely through their streets. Spin aims to be carbon negative by 2025  removing more emissions from existing transportation ecosystems than it produces. Its sustainability program includes initiatives for electrified operations  renewable power  lower manufacturing impacts  and an aggressive move away from private automobiles.,https://www.spin.app/sustainability,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/Spin.html
,May 9  2021,Positioned at the forefront of sustainability in the built environment  Cundall provides professional services from business level strategy and governance through to building performance and design. Driven by the consideration of people  design  environment  economics  and technology  Cundall has proven that sustainability and commercial pragmatism are not mutually exclusive but are inextricably linked. In 2020  the company became the world’s first engineering consultant to be certified carbon neutral. In line with its Science Based Targets  the company is continuing to decarbonize its operations through energy efficiency initiatives  renewable energy procurement  and internal engagement campaigns.,https://cundall.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/cundall.html
,May 8  2021,KnowBe4 is the provider of the world’s largest security awareness training and simulated phishing platform. KnowBe4 takes environmental responsibility seriously and embraces sustainability. KnowBe4 is committed to reaching net-zero carbon emissions by 2040. As a part of this commitment  the company is improving energy efficiency with new technologies and best practices  and pledging to increase its use of clean  renewable energy to an average of at least 25% for its offices globally by 2025.,https://www.knowbe4.com/sustainability-knowbe4,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/knowbe4.html
,May 5  2021,Iron Mountain is a global business dedicated to storing  protecting  and managing information and assets. The company supports asset management of everything from critical business information to geological samples and works of fine art. Iron Mountain is committed to finding innovative ways to reduce its environmental impact and support its customers in doing the same through its offerings. Since 2016  the company has cut its greenhouse gas emissions by 62%  meeting its science-based target six years ahead of schedule. As a part of its decarbonization efforts  Iron Mountain is committed to matching 100% of its data center load with local clean power generation every hour  every day to achieve clean energy around the clock by 2040. In 2020  81% of its global electricity consumption came from wind  solar  and other renewable energy sources. All electricity in its data centers is already 100% renewable. In addition  with the company’s innovative Green Power Pass  colocation data center customers can count the green power they use from Iron Mountain as part of their own carbon reduction and sustainability reporting.,https://www.ironmountain.com/about-us/corporate-responsibility/protecting-our-planet,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/Iron_Mountain.html
,May 5  2021,Mighty Buildings is a construction tech company that is innovating the construction industry and helping the world build better by creating beautiful  sustainable  and high-quality net-zero energy homes using advanced materials  3D printing  and robotic automation. Its 3D printing technology enables efficient large scale construction with reduced emissions  leading to a more sustainable product and future. Mighty Buildings is certified under California’s Factory Built Housing program to build units using 3D printing  and is the first company to achieve certification under the UL 3401 standard for evaluating building structures and assemblies.,https://mightybuildings.com/our-impact,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/mighty_buildings.html
,May 2  2021,JLL a leading professional services firm that specializes in real estate and investment management. JLL shapes the future of real estate for a better world by using the most advanced technology to create rewarding opportunities  amazing spaces  and sustainable real estate solutions for its clients  its people  and its communities. The company is committed to achieving net zero carbon emissions by 2040 across all areas of its operations  including the client sites it manages  globally. To deliver this commitment  95% of JLL’s 2018 baseline greenhouse gas emissions will be fully abated  and any residual offsets required will be limited to no more than 5% of that baseline. Helping clients achieve net zero carbon emissions is a key pillar in JLL’s strategy  and the firm is making significant investments in sustainability services capabilities. In September 2020  JLL signed the World Green Building Council Net Zero Carbon Buildings Commitment  which positions energy efficiency as a central component to achieving decarbonization across global real estate portfolios  in addition to generating and procuring renewable energy to meet reduced energy demand. In April 2020  the firm announced its science-based target  as aligned to the 1.5°C ambition of the Paris Agreement.,https://www.us.jll.com/en/about-jll/our-sustainability-leadership,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/JLL.html
,Apr 30  2021,Ogury  has created a breakthrough advertising engine that delivers precision  sustainability and privacy protection within one technology stack  built and optimized for mobile. The company recognizes the importance of addressing climate change and is committed to reducing its ecological footprint. With regards to waste management  all of its offices currently operate a recycling program  and the company continues to explore implementation of further waste reduction strategies. Employees across the company are involved in environmental protection projects  including local community clean-ups. Ogury is also focused on identifying areas within its supply chain to further reduce carbon emissions  finding opportunities to support its clients in achieving net-zero emissions  and investing in carbon reduction projects.,https://ogury.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/ogury.html
,Apr 20  2021,Lil Packaging prides itself on producing plastic-free  100% recyclable e-commerce packaging made from recycled papers  and is famed for its 2008 invention  Lil envelope (A1  A2  and A3)  a sustainable alternative to plastic bubble mailers. The Cambridgeshire-based company designs  manufactures  and supplies all of its e-commerce packaging  mailers  cardboard boxes  and more to the world's largest online retailers  including Amazon. Lil Packaging already holds three major environmental accreditations: PLASTICFREE  FSC  and ISO14001  and is working towards becoming a certified B corporation having helped prevent thousands of tonnes of single-use plastics from ending up in landfill and the environment.,https://www.lilpackaging.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/lil-packaging-limited.html
,Apr 20  2021,As one of the largest telephone operators and mobile network providers in the world  Telefónica is committed to reducing its own carbon footprint  as well as delivering solutions to empower customers to reduce their own emissions. Telefónica is already committed to reducing the emissions of its entire value chain in line with the 1.5 degrees Celsius scenario. This includes a commitment to having net-zero emissions by 2025 across its operations in key markets (Spain  UK  Germany  and Brazil)  with operations in Latin America and its broader value chain net-zero by 2040. The company is also committed to helping its customers reduce emissions through connectivity and its Eco Smart services  a product seal that helps shoppers easily incorporate sustainability criteria into their purchasing decisions. Last year  Eco Smart helped customers avoid more than 9.5 million tons of CO2  the carbon equivalent to planting 158 million trees.,https://www.telefonica.com/en/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/telefonica.html
,Apr 20  2021,With expertise across the property lifecycle  from development and consultancy  to construction and operations  Mace Group is a global expert in shaping the built environment. The company is committed to helping lead the way to a more connected  resilient  and sustainable world. Managing the impact of its activities on the environment is a business critical issue for Mace Group. The company recognizes its responsibility to reduce any negative impacts arising from its operations and to have a positive impact where possible. This includes a commitment to procuring materials  goods  and services responsibly  reducing carbon emissions  and generating less plastic waste. In 2018  Mace Group reduced single-use plastics in its corporate operations by 80% and across its construction sites by 20%. In 2020  Mace Group became a net-zero carbon business.,https://www.macegroup.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/mace-group.html
,Apr 20  2021,Quorn Foods’ purpose is to provide healthy food for people and the planet  offering the world a more sustainable protein source than meat. The main ingredient in all Quorn products is mycoprotein  a fermented meat-free super protein that is naturally high in protein and fiber  low in saturated fat  and uses 90% less land and water  and produces 90% less carbon emissions than making animal protein. The company also strives to minimize the environmental impact of its operations so that its business as well as its products are sustainable. Since 2012  Quorn Foods has reduced the carbon footprint of its factories per tonne by 33%  and reduced its water usage per tonne by 16%. Additionally  80% of the company’s packaging is fully recyclable. The company is committed to an interim target of net-zero carbon across its own operations by 2030. The company is also committed to having a net positive impact in society by 2030 through promoting healthier lifestyles and more inclusive communities  and supporting climate action for all.,https://www.quorn.co.uk/company,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/quorn-foods.html
,Apr 20  2021,Rail Delivery Group (RDG) is a membership body for the British railway industry that brings together all passenger and freight rail companies across the UK  as well as Network Rail. RDG provides services and support to enable its members to succeed in transforming and delivering a successful railway  benefiting customers  taxpayers  and the economy. RDG is working with other rail organizations to advance decarbonization  as well as broader sustainability agendas in the rail industry. The company is also working to encourage a shift towards rail from higher-emission modes of transportation for both passengers and freight. RDG has also taken steps to reduce the environmental impact of its own operations  including recycling and energy-efficiency initiatives.,https://www.raildeliverygroup.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/rail-delivery-group.html
,Apr 20  2021,As a construction and regeneration business  Morgan Sindall Group recognizes the urgency of climate change  setting a goal of achieving net-zero carbon emissions by 2030. The company is guided by five commitments to its stakeholders  which are aligned to the UN's Sustainable Development Goals: to protect people  develop people  improve the environment  work together with the supply chain and enhance communities. Morgan Sindall Group is already making great strides on its commitment to the environment. The company achieved an A score for leadership on climate change from the CDP  the only major UK-based construction company to achieve this recognition. Since 2010  the company has achieved a 64% reduction in Scope 1  2  and 3 emissions  and a 75% reduction in carbon intensity. To continue to decarbonize its operations and achieve net-zero emissions by 2030  the company is utilizing alternative fuels for its construction plant and equipment  converting fleets to electric vehicles  and leveraging renewable energy sources.,https://www.morgansindall.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/morgan-sindall-group.html
,Apr 20  2021,Climate Impact Partners is a leader in developing and delivering high-quality  high-impact carbon market solutions for climate action. For more than 20 years  the company  which is committed to delivering 1 billion tonnes of CO2 reductions by 2030  has worked with climate-leading businesses to support more than 600 carbon removal and reduction projects in 56 countries. With a focus on helping to transform the global economy  improve health and livelihoods and restore a thriving planet  Climate Impact Partners develops and delivers the highest quality carbon-financed projects. It creates and manages carbon credit and energy attribute certificate portfolios that enable its clients to offset emissions they can’t yet reduce  put a price on carbon to incentivize change  and meet ambitious climate goals. Climate Impact Partners builds on the expertise  integrity  and innovation of two companies that have led the voluntary carbon market – Natural Capital Partners and ClimateCare.,https://www.climateimpact.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/climate-impact-partners.html
